Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index,Cluster Counts
0.8353952720711506,0.1403396064426889,10738.131400169885,"{0: 8073, 2: 258, 1: 147, -1: 90, 3: 64}"
